Category,SubCategory,Extension,Products
Household,3029
Household,2531
Baby,725
Pantry,6397
Pantry,2012
Fruit & Veg,557
"Poultry, Meat & Seafood",953
Freezer,1285
Bakery,762
Pet,825
Drinks,1911
Deli & Chilled Meats,1344
"Dairy, Eggs & Fridge",2462
Health & Beauty,4027
Health & Beauty,2144
